
Substantifs
beguin	1
eschars	1
necessaire	1
serf	1
gentil	1
virgin	1
vermeil1	1
cornu	1
bloi	1
latin	1
criminos	1
escolorjable	1
vaillant	1
pöestëif	1
maleoit	1
cras	1
omnipotent	1
temporel	1
baraing	1
fecont	1
plenteïf	1
sanglent	1
chenu	1
soutain2	1
corporel	1
delitos	1
contraire1	1
charnel1	1
grevable	1
simple	1
malicïos	1
assëur	1
rebelle	1
deslëal	1
uitave	1
idle	1
autel1	1
lait3	1
noble1	1
vuit	1
sordre	1
lunage1	1
palasin	1
palacin	1
sort1	1
maistre	1
müer	1
pro	1
plaisant	1
porfitable	1
hontos	1
secont1	1
despareil	1
secorable	1
franc1	1
amer2	1
paile	1
enferm	1
langoros	1
fin2	1
travaillos	1
penable	1
moiste	1
apert1	1
plaire	1
net2	1
esperitüel	1
wide	1
seri2	1

